Column1,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
12115,Trey Burke,DAL,29,182.88,83.91452,Michigan,USA,2013,1,9,42,5.1,0.8,1.4,-0.5,0.009,0.064,0.25,0.475,0.219,2021-22
11939,Danuel House Jr.,UTA,29,198.12,99.79024,Texas A&M,USA,Undrafted,Undrafted,Undrafted,42,5.9,2.6,1,3.8,0.023,0.118,0.146,0.555,0.087,2021-22
11741,Donte DiVincenzo,SAC,25,193.04,92.079176,Villanova,USA,2018,1,17,42,9,4,2.8,-3.7,0.039,0.125,0.187,0.51,0.167,2021-22
12249,Nassir Little,POR,22,195.58,99.79024,North Carolina,USA,2019,1,25,42,9.8,5.6,1.3,-0.9,0.052,0.158,0.155,0.575,0.074,2021-22
12012,Rui Hachimura,WAS,24,203.2,104.32616,Gonzaga,Japan,2019,1,9,42,11.3,3.8,1.1,-7.1,0.027,0.143,0.205,0.579,0.08,2021-22
12248,Myles Turner,IND,26,210.82,113.398,Texas-Austin,USA,2015,1,11,42,12.9,7.1,1,-0.3,0.052,0.188,0.173,0.615,0.053,2021-22
12094,Tim Hardaway Jr.,DAL,30,195.58,92.98636,Michigan,USA,2013,1,24,42,14.2,3.7,2.2,1.3,0.01,0.114,0.214,0.52,0.115,2021-22
12117,Wayne Ellington,LAL,34,193.04,93.893544,North Carolina,USA,2009,1,28,43,6.7,1.8,0.7,-3.8,0.012,0.078,0.135,0.593,0.055,2021-22
12243,Mike Muscala,OKC,30,208.28,108.86208,Bucknell,USA,2013,2,44,43,8,3,0.5,1.8,0.032,0.166,0.198,0.63,0.06,2021-22
11729,Gorgui Dieng,ATL,32,208.28,112.490816,Louisville,Senegal,2013,1,21,44,3.5,2.8,0.8,-9.2,0.083,0.238,0.164,0.624,0.155,2021-22
11915,Anthony Gill,WAS,29,200.66,104.32616,Virginia,USA,Undrafted,Undrafted,Undrafted,44,4.1,1.9,0.6,5.8,0.075,0.112,0.138,0.682,0.08,2021-22
12274,Malachi Flynn,TOR,24,185.42,79.3786,San Diego State,USA,2020,1,29,44,4.3,1.4,1.6,-2.6,0.016,0.097,0.157,0.488,0.185,2021-22
11819,Ish Wainright,PHX,27,195.58,113.398,Baylor,USA,Undrafted,Undrafted,Undrafted,45,2.4,1.2,0.3,5.6,0.066,0.072,0.134,0.494,0.057,2021-22
11800,Joe Ingles,POR,34,203.2,99.79024,None,Australia,Undrafted,Undrafted,Undrafted,45,7.2,2.9,3.5,8.2,0.01,0.099,0.129,0.551,0.195,2021-22
11824,Isaiah Roby,OKC,24,203.2,104.32616,Nebraska-Lincoln,USA,2019,2,45,45,10.1,4.8,1.6,-8.8,0.074,0.145,0.185,0.607,0.117,2021-22
12063,Richaun Holmes,SAC,28,208.28,106.59412,Bowling Green,USA,2015,2,37,45,10.4,7,1.1,-5.8,0.082,0.198,0.153,0.689,0.068,2021-22
12251,Norman Powell,LAC,29,190.5,97.52228,UCLA,USA,2015,2,46,45,19,3.2,2.1,-8.1,0.013,0.089,0.231,0.603,0.106,2021-22
11933,David Nwaba,HOU,29,195.58,99.336648,Cal Poly,USA,Undrafted,Undrafted,Undrafted,46,5.1,3.3,0.8,-9,0.061,0.179,0.15,0.567,0.085,2021-22
12074,Quentin Grimes,NYK,22,193.04,95.25432,Houston,USA,2021,1,25,46,6,2,1,-3,0.028,0.085,0.149,0.565,0.095,2021-22
12177,Larry Nance Jr.,NOP,29,200.66,111.13004,Wyoming,USA,2015,1,27,46,7,5.4,1.8,-1.9,0.069,0.173,0.128,0.59,0.115,2021-22
11739,Draymond Green,GSW,32,198.12,104.32616,Michigan State,USA,2012,2,35,46,7.5,7.3,7,7.2,0.034,0.204,0.14,0.582,0.325,2021-22
12180,Lance Stephenson,IND,31,195.58,95.25432,Cincinnati,USA,2010,2,40,46,8.3,2.8,3.6,-7,0.014,0.149,0.219,0.536,0.298,2021-22
12289,Maurice Harkless,SAC,29,200.66,99.79024,St. John's,USA,2012,1,15,47,4.6,2.4,0.5,-4.2,0.014,0.114,0.112,0.561,0.035,2021-22
11961,Daniel Theis,BOS,30,205.74,111.13004,None,Germany,Undrafted,Undrafted,Undrafted,47,8.2,4.9,0.9,-3.9,0.061,0.159,0.162,0.595,0.068,2021-22
12258,Nic Claxton,BKN,23,210.82,97.52228,Georgia,USA,2019,2,31,47,8.7,5.6,0.9,-0.4,0.098,0.157,0.15,0.672,0.066,2021-22
12183,LaMarcus Aldridge,BKN,36,210.82,113.398,Texas-Austin,USA,2006,1,2,47,12.9,5.5,0.9,0.1,0.071,0.16,0.219,0.604,0.062,2021-22
11792,Jerami Grant,DET,28,203.2,95.25432,Syracuse,USA,2014,2,39,47,19.2,4.1,2.4,-7.8,0.017,0.108,0.253,0.556,0.13,2021-22
12111,Thanasis Antetokounmpo,MIL,29,198.12,99.336648,None,Greece,2014,2,51,48,3.6,2.1,0.5,-10.1,0.083,0.129,0.155,0.577,0.071,2021-22
11941,DeAndre Jordan,PHI,33,210.82,120.20188,Texas A&M,USA,2008,2,35,48,4.3,5.5,0.4,-10.8,0.127,0.262,0.132,0.641,0.051,2021-22
11930,Davon Reed,DEN,27,195.58,93.439952,Miami,USA,2017,2,32,48,4.4,2.3,1.1,0.3,0.021,0.14,0.117,0.624,0.115,2021-22
12016,Romeo Langford,SAS,22,195.58,97.975872,Indiana,USA,2019,1,14,48,4.5,2.3,0.4,1,0.035,0.092,0.123,0.52,0.04,2021-22
11726,Greg Brown III,POR,20,200.66,93.439952,Texas-Austin,USA,2021,2,43,48,4.7,2.8,0.7,-17.6,0.057,0.15,0.168,0.515,0.087,2021-22
12222,Justise Winslow,POR,26,198.12,100.697424,Duke,USA,2015,1,10,48,5.7,4.2,1.8,2.1,0.06,0.177,0.178,0.479,0.155,2021-22
12165,Kessler Edwards,BKN,21,200.66,92.079176,Pepperdine,USA,2021,2,44,48,5.9,3.6,0.6,-3.3,0.043,0.124,0.132,0.516,0.04,2021-22
12025,Stanley Johnson,LAL,26,198.12,109.769264,Arizona,USA,2015,1,8,48,6.7,3.2,1.7,-1.1,0.032,0.109,0.125,0.564,0.094,2021-22
12138,Ty Jerome,OKC,24,195.58,88.45044,Virginia,USA,2019,1,24,48,7.1,1.6,2.3,-1.5,0.021,0.072,0.205,0.488,0.229,2021-22
12090,Trendon Watford,POR,21,203.2,107.501304,Louisiana State,USA,Undrafted,Undrafted,Undrafted,48,7.6,4.1,1.7,-17.9,0.06,0.163,0.169,0.59,0.152,2021-22
12055,Onyeka Okongwu,ATL,21,203.2,108.86208,Southern California,USA,2020,1,6,48,8.2,5.9,1.1,5.5,0.117,0.163,0.137,0.714,0.078,2021-22
11959,DeMarcus Cousins,DEN,31,208.28,122.46984,Kentucky,USA,2010,1,5,48,9,5.6,1.5,2.2,0.103,0.281,0.267,0.567,0.153,2021-22
11737,Duane Washington Jr.,IND,22,190.5,89.357624,Ohio State,Germany,Undrafted,Undrafted,Undrafted,48,9.9,1.7,1.8,-5.9,0.004,0.082,0.214,0.521,0.128,2021-22
12296,Marvin Bagley III,DET,23,210.82,106.59412,Duke,USA,2018,1,2,48,11.3,7,0.8,-5.6,0.084,0.2,0.191,0.551,0.049,2021-22
11836,Jalen Suggs,ORL,21,195.58,92.98636,Gonzaga,USA,2021,1,5,48,11.8,3.6,4.4,-7.1,0.019,0.102,0.244,0.455,0.249,2021-22
12154,OG Anunoby,TOR,24,200.66,105.233344,Indiana,United Kingdom,2017,1,23,48,17.1,5.5,2.6,3.9,0.04,0.116,0.204,0.549,0.108,2021-22
12196,Josh Okogie,MIN,23,193.04,96.615096,Georgia Tech,Nigeria,2018,1,20,49,2.7,1.4,0.5,2.5,0.049,0.077,0.115,0.526,0.066,2021-22
12023,Sterling Brown,DAL,27,195.58,99.336648,Southern Methodist,USA,2017,2,46,49,3.3,3,0.7,2.3,0.039,0.187,0.124,0.495,0.078,2021-22
12122,Wesley Matthews,MIL,35,193.04,99.79024,Marquette,USA,Undrafted,Undrafted,Undrafted,49,5.1,1.9,0.7,6.7,0.029,0.056,0.104,0.536,0.047,2021-22
12171,Kenrich Williams,OKC,27,198.12,95.25432,TCU,USA,Undrafted,Undrafted,Undrafted,49,7.4,4.5,2.2,1.7,0.062,0.123,0.153,0.532,0.159,2021-22
11807,Jeremiah Robinson-Earl,OKC,21,203.2,109.769264,Villanova,USA,2021,2,32,49,7.5,5.6,1,-9.8,0.061,0.172,0.152,0.526,0.069,2021-22
11876,Cam Reddish,NYK,22,203.2,98.429464,Duke,USA,2019,1,10,49,10.1,2.1,1,-9.8,0.023,0.075,0.213,0.543,0.078,2021-22
11730,Gordon Hayward,CHA,32,200.66,102.0582,Butler,USA,2010,1,9,49,15.9,4.6,3.6,-0.4,0.022,0.114,0.202,0.57,0.16,2021-22
11770,Dylan Windler,CLE,25,198.12,88.904032,Belmont,USA,2019,1,26,50,2.2,1.8,0.7,0,0.047,0.146,0.115,0.519,0.111,2021-22
11769,Elfrid Payton,PHX,28,190.5,88.45044,Louisana-Lafayette,USA,2014,1,10,50,3,1.8,2,-2,0.035,0.115,0.175,0.397,0.252,2021-22
12257,Nick Richards,CHA,24,213.36,111.13004,Kentucky,Jamaica,2020,2,42,50,3,1.7,0.3,-13,0.086,0.137,0.147,0.689,0.054,2021-22
12194,Joshua Primo,SAS,19,193.04,85.728888,Alabama,Canada,2021,1,12,50,5.8,2.3,1.6,-3.3,0.031,0.079,0.152,0.487,0.111,2021-22
11717,Goga Bitadze,IND,22,213.36,113.398,None,Georgia,2019,1,18,50,7,3.5,1.1,-2.4,0.106,0.139,0.191,0.595,0.11,2021-22
11898,Aaron Wiggins,OKC,23,193.04,86.18248,Maryland,USA,2021,2,55,50,8.3,3.6,1.4,-8.1,0.04,0.098,0.149,0.556,0.083,2021-22
12125,Willy Hernangomez,NOP,28,210.82,113.398,None,Spain,2015,2,35,50,9.1,6.8,1.3,-1.6,0.153,0.24,0.211,0.582,0.113,2021-22
11958,Dean Wade,CLE,25,205.74,103.418976,Kansas State,USA,Undrafted,Undrafted,Undrafted,51,5.3,2.9,1,2,0.031,0.12,0.107,0.584,0.077,2021-22
12017,Rodney McGruder,DET,30,193.04,92.98636,Kansas State,USA,Undrafted,Undrafted,Undrafted,51,5.4,2.2,0.9,-3.7,0.037,0.104,0.142,0.577,0.094,2021-22
11948,Derrick Jones Jr.,CHI,25,198.12,95.25432,UNLV,USA,Undrafted,Undrafted,Undrafted,51,5.6,3.3,0.6,2.7,0.068,0.121,0.119,0.633,0.043,2021-22
12197,Josh Jackson,SAC,25,203.2,93.893544,Kansas,USA,2017,1,4,51,6.4,2.8,1.1,-8.6,0.025,0.149,0.196,0.491,0.105,2021-22
11856,Brandon Boston,LAC,20,198.12,85.275296,Kentucky,USA,2021,2,51,51,6.7,2.2,1,-2,0.02,0.111,0.212,0.481,0.103,2021-22
12112,Theo Maledon,OKC,21,193.04,79.3786,None,France,2020,2,34,51,7.1,2.6,2.2,-10.5,0.02,0.118,0.201,0.5,0.188,2021-22
11837,Jalen Smith,IND,22,208.28,97.52228,Maryland,USA,2020,1,10,51,9.2,6,0.5,2.7,0.101,0.216,0.193,0.595,0.038,2021-22
11740,Doug McDermott,SAS,30,200.66,102.0582,Creighton,USA,2014,1,11,51,11.3,2.3,1.3,-1.8,0.014,0.076,0.178,0.593,0.068,2021-22
12281,Luguentz Dort,OKC,23,190.5,97.52228,Arizona State,Canada,Undrafted,Undrafted,Undrafted,51,17.2,4.2,1.7,-8.1,0.02,0.097,0.228,0.541,0.087,2021-22
12173,Kristaps Porzingis,WAS,26,220.98,108.86208,None,Latvia,2015,1,4,51,20.2,8.1,2.3,0.4,0.068,0.204,0.286,0.577,0.133,2021-22
12019,Rodney Hood,LAC,29,203.2,94.347136,Duke,USA,2014,1,23,52,3.1,1.5,0.7,0.8,0.021,0.081,0.106,0.493,0.074,2021-22
11899,Aaron Nesmith,BOS,22,195.58,97.52228,Vanderbilt,USA,2020,1,14,52,3.8,1.7,0.4,3,0.025,0.117,0.164,0.507,0.057,2021-22
12079,Timothe Luwawu-Cabarrot,ATL,27,200.66,97.52228,None,France,2016,1,24,52,4.4,1.6,0.8,-3.5,0.024,0.094,0.135,0.556,0.08,2021-22
12102,Taj Gibson,NYK,37,205.74,105.233344,Southern California,USA,2009,1,26,52,4.4,4.4,0.6,3.3,0.088,0.139,0.099,0.606,0.05,2021-22
12233,Moses Moody,GSW,20,195.58,95.707912,Arkansas,USA,2021,1,14,52,4.4,1.5,0.4,-4,0.028,0.098,0.148,0.573,0.056,2021-22
12110,Thaddeus Young,TOR,34,203.2,106.59412,Georgia Tech,USA,2007,1,12,52,6.2,4,2,-0.2,0.088,0.152,0.169,0.548,0.177,2021-22
12083,Tony Snell,NOP,30,198.12,96.615096,New Mexico,USA,2013,1,20,53,3.5,1.9,0.5,-7.8,0.018,0.107,0.099,0.541,0.047,2021-22
12128,Xavier Tillman Sr.,MEM,23,203.2,111.13004,Michigan State,USA,2020,2,35,53,4.8,3,1.2,-1.4,0.084,0.138,0.164,0.51,0.127,2021-22
11756,Frank Jackson,DET,24,190.5,92.98636,Duke,USA,2017,2,31,53,10.6,1.6,1,-6.8,0.015,0.058,0.203,0.53,0.077,2021-22
11927,De'Andre Hunter,ATL,24,203.2,100.243832,Virginia,USA,2019,1,4,53,13.4,3.3,1.3,0.7,0.016,0.093,0.194,0.547,0.06,2021-22
